,name,location,open_times,amenities,phone,website,rating,url
89,Bambau Cafe,Abuja Photos,N/A,N/A,+234 812 006 2042,"https://maps.google.com/maps?saddr=&daddr=Obafemi Awolowo Way Atlantic Mall, Abuja 900244 Nigeria@9.067987,7.439137",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23977927-Reviews-Bambau_Cafe-Abuja_Federal_Capital_Territory.html
90,ZiiZiii Italian Pizza,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=M-Flourish Garden, Dar Es Salaam Street, Opposite Merry Makers, Wuse 2, Abuja Nigeria",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d21394125-Reviews-ZiiZiii_Italian_Pizza-Abuja_Federal_Capital_Territory.html
91,Helios Restaurant and Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 2, 1st Avenue, Gwarinpa Primus mall, opposite genesis place and beside total filling station, Abuja 900108 Nigeria@9.076013,7.398473",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27118077-Reviews-Helios_Restaurant_and_Lounge-Abuja_Federal_Capital_Territory.html
92,Fingerfull Foods,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Plot 116, Pa Michael Imoudu Avenue, Gwarinpa, Abuja 900108 Nigeria@8.804441,7.198126",5.05 of 5 bubbles(5 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27431099-Reviews-Fingerfull_Foods-Abuja_Federal_Capital_Territory.html
93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d21180168-Reviews-El_s_Kitchen_And_Restaurant-Abuja_Federal_Capital_Territory.html
94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d15115632-Reviews-Deli_Place-Abuja_Federal_Capital_Territory.html
95,Pool Bar and Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Ladi Kwali Way Sheraton Abuja Hotel, Abuja 900281 Nigeria@9.06427,7.48169",4.04 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d15115034-Reviews-Pool_Bar_and_Restaurant-Abuja_Federal_Capital_Territory.html
96,Sketch Restaurant Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Wuse 2 Abuja 7 Hombari St., Abuja Nigeria@9.076355,7.487427",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25284818-Reviews-Sketch_Restaurant_Abuja-Abuja_Federal_Capital_Territory.html
97,Kiosque,Abuja Photos,N/A,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=500 Fumila Yo Ransom Kuti Road Area 3 Garki Emerald Park And Recreation Center, Abuja 900271 Nigeria@9.028191,7.484617",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d12067942-Reviews-Kiosque-Abuja_Federal_Capital_Territory.html
98,Ali Baba Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Salt Lake Street No 6, Abuja 900848 Nigeria@9.076674,7.500597",5.05 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23324425-Reviews-Ali_Baba_Restaurant-Abuja_Federal_Capital_Territory.html
99,Nkataa Bukka,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Mafemi Cres, Mabushi Off Solomon Lar way, Utako, Abuja 900001 Nigeria@9.069309,7.434693",4.74.7 of 5 bubbles(3 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d11879447-Reviews-Nkataa_Bukka-Abuja_Federal_Capital_Territory.html
100,Yippeehub,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Suite A7 Bensima House, Rea Sea Close off Aguiyi Ironsi Street, Maitama, Abuja 900271 Nigeria@9.084415,7.481896",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d19324228-Reviews-Yippeehub-Abuja_Federal_Capital_Territory.html
101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d24983600-Reviews-Ruthys_Savoury_Signature-Abuja_Federal_Capital_Territory.html
102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d6891734-Reviews-Le_Terrace_Restaurant-Abuja_Federal_Capital_Territory.html
103,"Dodo Pizza, Apo",Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Xfmv+w49 Murtala Mohammed Way, Abuja 900231 Nigeria@8.984788,7.492859",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25066999-Reviews-Dodo_Pizza_Apo-Abuja_Federal_Capital_Territory.html
104,D_Vine Cuisine & Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=no 15 1st Avenue, Gwarinpa, Abuja, Nigeria, Abuja Nigeria@9.089464,7.412166",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25391169-Reviews-D_Vine_Cuisine_Lounge-Abuja_Federal_Capital_Territory.html
105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d32707052-Reviews-Checkpoint_Restaurant_And_Lounge-Abuja_Federal_Capital_Territory.html
106,Chicken Capitol,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=4 Lingu Crescent Off Aminu Kano Crescent, Abuja 900288 Nigeria@9.072523,7.46651",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23554276-Reviews-Chicken_Capitol-Abuja_Federal_Capital_Territory.html
107,Keje Grills,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=City Park Ahmadu Bello Way, Abuja Nigeria@9.06733,7.49167",3.53.5 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d17520909-Reviews-Keje_Grills-Abuja_Federal_Capital_Territory.html
108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d13211914-Reviews-Lobic_Restaurant-Abuja_Federal_Capital_Territory.html
109,The Pizza Place,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 616, 1st Avenue, Abuja 905102 Nigeria@9.10274,7.41724",4.74.7 of 5 bubbles(3 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10786270-Reviews-The_Pizza_Place-Abuja_Federal_Capital_Territory.html
110,The Food Court Abuja,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=184 Adetokunbo Ademola Crescent Wuse 2, Abuja 900288 Nigeria@9.077039,7.48706",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23412708-Reviews-The_Food_Court_Abuja-Abuja_Federal_Capital_Territory.html
111,Urbanloft Cafe & Bar,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=No 7 lingu crescent, Abuja 900288 Nigeria@9.01836,7.49019",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20193013-Reviews-Urbanloft_Cafe_Bar-Abuja_Federal_Capital_Territory.html
112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d7219233-Reviews-Sangrias_Grandview-Abuja_Federal_Capital_Territory.html
113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d25439229-Reviews-Blake_Resort_Restaurant_Lounge-Abuja_Federal_Capital_Territory.html
114,Ronin's,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=57 Parakou crescent off Aminu Kano Wuse 2, Abuja 900288 Nigeria",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20091545-Reviews-Ronin_s-Abuja_Federal_Capital_Territory.html
115,Hive By Wingsit,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 269 Mohammed Buhari Way Tropic Galleria Rooftop, Abuja 901008 Nigeria@9.06853,7.48375",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23314136-Reviews-Hive_By_Wingsit-Abuja_Federal_Capital_Territory.html
116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d23661030-Reviews-Belleti_s_Cuisine-Abuja_Federal_Capital_Territory.html
117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d19652910-Reviews-Wazobia_Resturant-Abuja_Federal_Capital_Territory.html
118,Amala Central,Abuja Photos,N/A,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=Central Business District 108a Independence Ave., Abuja 900211 Nigeria@9.076013,7.398473",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d25091697-Reviews-Amala_Central-Abuja_Federal_Capital_Territory.html
119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d27911039-Reviews-Ejanla_Food_Fish_And_Grills-Abuja_Federal_Capital_Territory.html
120,Chop n Quench Restaurant Limited,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=No 37, Panama Street Maitama, Abuja 901101 Nigeria@9.10747,7.483034",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d26224143-Reviews-Chop_n_Quench_Restaurant_Limited-Abuja_Federal_Capital_Territory.html
121,Dreams,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Wuse 2, Abuja 905102 Nigeria@9.07289,7.46825",4.34.3 of 5 bubbles(7 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d5036272-Reviews-Dreams-Abuja_Federal_Capital_Territory.html
122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d12063350-Reviews-Purplestone_Cafe-Abuja_Federal_Capital_Territory.html
123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d8588060-Reviews-Alewa_Restaurant-Abuja_Federal_Capital_Territory.html
124,Milahari Delights,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Deidei,dakwa, Behind New Lagos Street, Abuja Nigeria@9.076013,7.398473",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25340573-Reviews-Milahari_Delights-Abuja_Federal_Capital_Territory.html
125,Grillzhut By Derda,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=10 - 12 Senanga Street, Zone 5, Wuse, Abuja Nigeria@9.062131,7.462583",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23637297-Reviews-Grillzhut_By_Derda-Abuja_Federal_Capital_Territory.html
126,Gusto Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=M&G plaza adetokunbo ademola cresent, Abuja Nigeria@9.0713,7.486458",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d26241050-Reviews-Gusto_Restaurant-Abuja_Federal_Capital_Territory.html
127,Sante Bistro,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Plot 1847 B07 Cadastral Zone Behind Abc Cargo Kata Plot 1847 B07 Cadastral Zone Behind Abc Cargo Katampe Abuja, Nigeria, Abuja Nigeria@9.103135,7.447875",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25173758-Reviews-Sante_Bistro-Abuja_Federal_Capital_Territory.html
128,Sensei Yum Chops,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Kojo Motors. Along Shehu Yaradua Express way. Mabushi., Abuja Nigeria@9.078908,7.445262",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25377525-Reviews-Sensei_Yum_Chops-Abuja_Federal_Capital_Territory.html
129,Akadu Bistro,Abuja Photos,N/A,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=30 Sokode Crescent, Abuja 900285 Nigeria@9.06223,7.455205",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d23657212-Reviews-Akadu_Bistro-Abuja_Federal_Capital_Territory.html
130,The Hungryman Restaurant,Abuja Photos,MY AMAZING EXPERIENCE .,N/A,+234 703 663 4552,"https://maps.google.com/maps?saddr=&daddr=No 24 Durban Street, Wuse 2, Abuja 905102 Nigeria@9.070602,7.485643",3.63.6 of 5 bubbles(11 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10351294-Reviews-The_Hungryman_Restaurant-Abuja_Federal_Capital_Territory.html
131,Sofresh Wuse 2,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=130, Aminu Kano Crescent, Wuse 2, Abuja, Abuja 904101 Nigeria@9.075528,7.472308",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27153756-Reviews-Sofresh_Wuse_2-Abuja_Federal_Capital_Territory.html
132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d23159719-Reviews-Taj_Bistro-Abuja_Federal_Capital_Territory.html
133,H & H Fish Place,Abuja Photos,N/A,N/A,+234 818 855 6026,"https://maps.google.com/maps?saddr=&daddr=No 1 Kindia Close, Bangui Street, Abuja 905102 Nigeria@9.0689,7.47885",3.23.2 of 5 bubbles(13 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d4757060-Reviews-H_H_Fish_Place-Abuja_Federal_Capital_Territory.html
134,Tatafish Foods,Abuja Photos,N/A,N/A,+234 704 551 3976,"https://maps.google.com/maps?saddr=&daddr=Abubakar Imam St, Gwarinpa Estate, Abuja, Nigeria 69 Road Gwarimpa, Abuja 900108 Nigeria",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d21241096-Reviews-Tatafish_Foods-Abuja_Federal_Capital_Territory.html
135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d15514734-Reviews-Mozini_Cuisine-Abuja_Federal_Capital_Territory.html
136,Tar Tar,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=5 Sorotona Close Wuse 2, Abuja, Abuja Nigeria@9.071871,7.48761",4.04 of 5 bubbles(7 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23571238-Reviews-Tar_Tar-Abuja_Federal_Capital_Territory.html
137,Obudu Grill House,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Ladi Kwali St. C/O Sheraton Hotel, Abuja 900281 Nigeria@9.06427,7.48169",4.24.2 of 5 bubbles(32 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d8517426-Reviews-Obudu_Grill_House-Abuja_Federal_Capital_Territory.html
138,Evro Restaurant & Lounge,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=2a Bouar Street, Off Bangui Street, Abuja 900288 Nigeria@9.068945,7.481732",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d33061154-Reviews-Evro_Restaurant_Lounge-Abuja_Federal_Capital_Territory.html
139,House 43 Cuisine,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=No 43 Gana St., Abuja 900271 Nigeria@9.077774,7.500449",4.24.2 of 5 bubbles(28 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10628838-Reviews-House_43_Cuisine-Abuja_Federal_Capital_Territory.html
140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d13474313-Reviews-Demi_s_Restaurant-Abuja_Federal_Capital_Territory.html
141,Aldo's Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Plot 466, Alex Ekwueme Street Jabi Jabi Lake Plaza, Abuja 900108 Nigeria@9.073932,7.416407",3.83.8 of 5 bubbles(5 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20177025-Reviews-Aldo_s_Restaurant-Abuja_Federal_Capital_Territory.html
142,Native Bukka,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Usuma Street No 58B Maitama Avenue opp UBA Plc, Abuja 900271 Nigeria@9.07762,7.51293",4.54.5 of 5 bubbles(6 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10541216-Reviews-Native_Bukka-Abuja_Federal_Capital_Territory.html
143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d20104734-Reviews-Cone_Lounge-Abuja_Federal_Capital_Territory.html
144,Waka Foods,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=37, 3rd avenue Gwarinpa, Abuja, Abuja Nigeria@9.099931,7.412616",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25414564-Reviews-Waka_Foods-Abuja_Federal_Capital_Territory.html
145,Seven,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Ademola Adetokunbo Crescent, Abuja 900001 Nigeria@9.080186,7.485869",4.54.5 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d20283002-Reviews-Seven-Abuja_Federal_Capital_Territory.html
146,Stopover BAR & GRILL,Abuja Photos,N/A,N/A,23409015001500,"https://maps.google.com/maps?saddr=&daddr=Ring Road 2, Kaura, Lokogoma Sunnyvale Estate Junction, Behind Deo Gratias School, Abuja 900211 Nigeria@8.986465,7.449682",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d18717449-Reviews-Stopover_BAR_GRILL-Abuja_Federal_Capital_Territory.html
147,Pink Plates Restaurant,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=7 Musa Traore Crescent Off Thomas Sankara Street by Ecows Secreteriat, Abuja 905102 Nigeria@9.036727,7.51864",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d10713834-Reviews-Pink_Plates_Restaurant-Abuja_Federal_Capital_Territory.html
148,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d25071574-Reviews-Lomo_Coffee_And_Restaurant-Abuja_Federal_Capital_Territory.html
149,Timcrafvinm,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Federal ministry of Agriculture, Abuja Nigeria",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d21119709-Reviews-Timcrafvinm-Abuja_Federal_Capital_Territory.html
150,Kebabs & Kurries,Abuja Photos,SHULAMITE M,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=22, Ajesa Street, Off Monrovia Street, Wuse Ii Off Monrovia St, Wuse2, Abuja Nigeria@9.082097,7.469523",4.14.1 of 5 bubbles(11 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27523174-Reviews-Kebabs_Kurries-Abuja_Federal_Capital_Territory.html
151,Siam city Garden,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Aguiyi Ironsi Street Plot 2044, Maitama, Abuja 234 Nigeria@9.0873,7.47968",4.74.7 of 5 bubbles(3 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d10255958-Reviews-Siam_city_Garden-Abuja_Federal_Capital_Territory.html
152,Metro Cafe and Grill,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=43 Libreville Street Wuse 2, Abuja Nigeria@9.074311,7.462908",3.43.4 of 5 bubbles(12 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d17150225-Reviews-Metro_Cafe_and_Grill-Abuja_Federal_Capital_Territory.html
153,Crossover Restaurant,Abuja Photos,N/A,N/A,N/A,"https://maps.apple.com/maps?saddr=&daddr=3 Cairo Crescent Off Ademola Adetokumbo Wuse II, Abuja 904101 Nigeria@8.489754,7.306466",4.54.5 of 5 bubbles(2 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d13383056-Reviews-Crossover_Restaurant-Abuja_Federal_Capital_Territory.html
154,"Scoop'd Ice Crean Bar, Apo, Abuja",Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Xfmv+w49 Murtala Mohammed Way, Abuja 900231 Nigeria@8.984788,7.492859",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25067024-Reviews-Scoop_d_Ice_Crean_Bar_Apo_Abuja-Abuja_Federal_Capital_Territory.html
155,Papillon Restaurant,Abuja Photos,"I never pass up an opportunity to try breakfast at any location, (being that it's my favourite meal of the day); especially if it's a buffet setting. Papillon is a restaurant I have very pleasant memories of. I once stayed at the hotel it's located in for a couple of weeks with some dear family friends back in the 1990s. I think I dined here once or twice over the years, but haven't been back in a really long time, so this was an experience that I pre-planned and eagerly looked forward to. I had no idea that the hotel's name had changed from SHERATON HOTEL to ABUJA CONTINENTAL HOTEL! 😮 Was surprised and a little dismayed to see that, because Sheraton Hotel has been an iconic Abuja Hotel for a great many number of years. 😔 The former Sheraton Hotel was an imposing, towering landmark in the Abuja skyline and Central District area, with that familiar name written across the building for as long as I can remember. So sad to see it gone! 😢

Though the hotel's name has changed, the restaurant's hasn't, and neither has the layout. Everything looked warmly familiar, and brought back so many wonderful memories for me! 🥰 The breakfast spread at Papillon Restaurant was impressive. There were 2 seperate HOT FOOD STATIONS that featured NIGERIAN & CONTINENTAL DISHES. For the Nigerian options there was BEANS POTTAGE, BEEF STEW, BOILED PLANTAIN, EGG STEW, FRIED FISH, FRIED RICE and GOLDEN YAM (yam dipped in eggs & fried). For the Continental choices, there was BAKED BEANS, BREAKFAST POTATOES, SAUSAGES and SAUTEED MUSHROOMS. In addition, there was a dedicated EGG STATION for  your 'tailor-made' egg orders. FRENCH TOAST, PANCAKES and WAFFLES were also available at this Egg Station, located outside by a lovely green, foliage space. 

A JUICES STATION with several Juices in attractive tumblers was available, as was a BREAD STATION featuring all kinds of BREADS, BREAD ROLLS, CROISSANTS and PASTRIES with lots of CONDIMENTS. A Toaster was available. Papillon had a SALAD STATION with COLD CUTS/MEATS, various CHEESES, FRESH SALADS, PATES, SMOKED SALMON and numerous FRESH VEGETABLES. There was a TEA/COFFEE & BEVERAGES Station too. I enjoyed about 3 full plates, (check out my posted pictures), and I must say that every dish had tons of flavour and was cooked very well! 😋 The only slight criticisms I would give the overall breakfast spread at Papillon is that the Fried Fish had too many thorny bones in it, and all the food in the Hot Food Station's chafing dishes were too hot to the point of being too dry. Maybe this was because I visited a bit late- (around 9:30a.m), when breakfast hours were almost over, so the food had been sitting in the chafing dishes for quite a while. 

I liked the fact that my Juice of choice- (orange) was brought to my table as opposed to me getting it by myself. Service at Papillon Restaurant was excellent. I interacted with ESTHER, or MADAME ESTHER, (as they fondly called her). A lady called PRECIOUS fetched my Orange Juice, and never hesitated to get me refills. Precious was very sweet. SOPHIA was also quite polite, as was DANIEL at the Egg Station. Daniel also brought my ordered eggs over to my table, and they were delicious. I loved his pretty garnish, (refer to my posted photo of it). 🤩 Daniel was a delightful fellow. The service at Papillon Restaurant was on point, no over-zealousness or that annoying pushiness that is quite commonplace in many a Nigerian Restaurant! 😄 I'd like to say a big thank you to these awesome staff members for making my experience a very pleasant one. As I mentioned earlier, I enjoyed everything about my breakfast buffet at Papillon. Except for the dried-out hot food and bony fish, I'll rank them very highly, especially because of the very professional service. At 12,500 Naira, it was well worth it/money well spent and I can't wait to be back. Very impressive breakfast buffet that I would highly, highly recommend!!! 👍🏽👏🏼👌🏽",N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=1 Ladi Kwali street, Wuse Zone 4, FCT, Abuja, Abuja 900281 Nigeria@9.06428,7.48054",4.04 of 5 bubbles(4 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d15117680-Reviews-Papillon_Restaurant-Abuja_Federal_Capital_Territory.html
156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com/Restaurant_Review-g293825-d17382056-Reviews-Bijou_Cafe_Restaurant-Abuja_Federal_Capital_Territory.html
157,Grillaz BBQ,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=16 Ibrahim Gambari Crescent Diplomatic Enclave Katampe Extension, Abuja 900287 Nigeria@9.05143,7.45627",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d17441119-Reviews-Grillaz_BBQ-Abuja_Federal_Capital_Territory.html
158,Signature By Lpg,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=1b Indus Close Off Euphrates Crescent, Abuja Nigeria@9.088282,7.473719",5.05 of 5 bubbles(3 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d27923313-Reviews-Signature_By_Lpg-Abuja_Federal_Capital_Territory.html
159,Barracuda Resto Pub,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=No 111 Adetokunbo Ademola Cr. Inside Yelwa Plaza, Abuja 900288 Nigeria@9.072605,7.475654",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d24097807-Reviews-Barracuda_Resto_Pub-Abuja_Federal_Capital_Territory.html
160,Faridah,Abuja Photos,N/A,N/A,Call,"https://maps.google.com/maps?saddr=&daddr=Jabi, Abuja 905102 Nigeria",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d11753781-Reviews-Faridah-Abuja_Federal_Capital_Territory.html
161,Ollarica Foods,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=18b John I Kadiya Close, Abuja Nigeria@8.804441,7.198126",No reviews yet(0 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d23189465-Reviews-Ollarica_Foods-Abuja_Federal_Capital_Territory.html
162,Haraya Restaurant & Cafe,Abuja Photos,N/A,N/A,+234 706 083 4326,"https://maps.google.com/maps?saddr=&daddr=Block 5, No 2, Bria Street, Abuja Nigeria@9.070928,7.481337",4.94.9 of 5 bubbles(7 reviews),https://www.tripadvisor.com/Restaurant_Review-g293825-d25987713-Reviews-Haraya_Restaurant_Cafe-Abuja_Federal_Capital_Territory.html
163,Carneval Brazilian Churrasco,Abuja Photos,N/A,N/A,Call,"https://maps.apple.com/maps?saddr=&daddr=Mall 55, 55 Kumasi Crescent, Wuse 2, Abuja, Federal Capital Territory, Abuja Nigeria@9.079382,7.476828",5.05 of 5 bubbles(1 review),https://www.tripadvisor.com/Restaurant_Review-g293825-d28201726-Reviews-Carneval_Brazilian_Churrasco-Abuja_Federal_Capital_Territory.html
